lf,sex,date,state,p_rate,u_rate,ep_ratio,lf_outside,lf_employed,lf_unemployed
366.6,female,2014-01-01,Pulau Pinang,61.3,1.9,60.3,231.1,359.7,6.9
355.1,female,2015-01-01,Pulau Pinang,59.0,1.3,57.7,246.9,350.5,4.6
352.0,female,2016-01-01,Pulau Pinang,57.9,2.0,56.0,256.0,344.9,7.1
343.7,female,2017-01-01,Pulau Pinang,55.7,2.1,53.7,273.5,336.5,7.2
348.9,female,2018-01-01,Pulau Pinang,55.9,1.9,54.0,275.6,342.2,6.6
342.3,female,2019-01-01,Pulau Pinang,54.1,1.9,52.8,290.6,336.0,6.3
343.7787619512876,female,2020-01-01,Pulau Pinang,55.19315704242776,2.1310788228940383,54.0,279.0860647282588,336.4525655577364,7.326196393551197
350.1772986450273,female,2021-01-01,Pulau Pinang,56.22490653639104,2.1574714168721423,55.0,272.63796280565793,342.6223235183858,7.554975126641464
351.92346430251456,female,2022-01-01,Pulau Pinang,56.50703104072507,2.0590359516354,55.3,270.8724211314247,344.677233650285,7.246230652229547
363.30473671898847,female,2023-01-01,Pulau Pinang,57.40011522459023,1.9279097486112156,56.3,269.6290741235177,356.3005492826168,7.004187436371688
261.1,male,1982-01-01,Pulau Pinang,85.2,3.1,83.8,45.507,253.116,7.984
272.003,male,1983-01-01,Pulau Pinang,84.2,3.6,85.1,50.962,262.249,9.754
267.346,male,1984-01-01,Pulau Pinang,83.8,3.7,81.7,51.633,257.473,9.873
273.415,male,1985-01-01,Pulau Pinang,83.8,4.9,80.9,52.669,259.932,13.483
284.69,male,1986-01-01,Pulau Pinang,84.9,8.6,79.2,50.7,260.205,24.485
283.835,male,1987-01-01,Pulau Pinang,82.1,7.2,78.6,61.842,263.379,20.456
283.271,male,1988-01-01,Pulau Pinang,82.3,6.7,77.4,60.935,264.201,19.07
292.842,male,1989-01-01,Pulau Pinang,83.5,4.6,80.3,57.952,279.493,13.349
292.79,male,1990-01-01,Pulau Pinang,83.7,2.4,80.6,56.941,285.827,6.963
330.283,male,1992-01-01,Pulau Pinang,82.4,1.9,87.7,70.705,324.069,6.214
356.02,male,1993-01-01,Pulau Pinang,85.0,2.4,92.0,62.666,347.518,8.502
318.459,male,1995-01-01,Pulau Pinang,81.9,1.4,79.3,70.578,313.857,4.602
302.757,male,1996-01-01,Pulau Pinang,81.4,0.7,74.3,69.175,300.61,2.147
344.235,male,1997-01-01,Pulau Pinang,84.0,0.9,82.4,65.695,341.176,3.059
370.042,male,1998-01-01,Pulau Pinang,83.8,2.3,85.6,71.765,361.529,8.513
369.313,male,1999-01-01,Pulau Pinang,83.9,2.7,83.2,71.071,359.433,9.88
386.276,male,2000-01-01,Pulau Pinang,83.9,2.4,85.8,74.382,377.111,9.165
439.508,male,2001-01-01,Pulau Pinang,84.6,2.3,95.3,80.262,429.218,10.29
397.874,male,2002-01-01,Pulau Pinang,83.8,2.2,84.2,77.067,389.185,8.689
415.44,male,2003-01-01,Pulau Pinang,81.6,1.9,86.0,93.803,407.528,7.912
385.8,male,2004-01-01,Pulau Pinang,81.3,1.9,78.0,88.8,378.6,7.2
390.3,male,2005-01-01,Pulau Pinang,80.9,1.9,77.0,92.3,382.9,7.4
396.5,male,2006-01-01,Pulau Pinang,80.9,1.8,76.4,93.8,389.2,7.3
399.1,male,2007-01-01,Pulau Pinang,80.0,2.1,74.8,99.9,390.8,8.2
407.7,male,2008-01-01,Pulau Pinang,80.6,2.2,74.5,98.0,398.8,8.9
411.5,male,2009-01-01,Pulau Pinang,79.9,2.7,73.1,103.2,400.5,11.0
448.8,male,2010-01-01,Pulau Pinang,80.3,2.1,78.5,110.3,439.4,9.3
461.7,male,2011-01-01,Pulau Pinang,81.0,1.7,79.5,108.3,454.1,7.6
469.5,male,2012-01-01,Pulau Pinang,81.1,1.8,79.5,109.5,461.0,8.5
485.9,male,2013-01-01,Pulau Pinang,81.3,1.5,79.9,112.0,478.4,7.5
485.9,male,2014-01-01,Pulau Pinang,80.6,1.3,79.1,117.3,479.5,6.4
493.1,male,2015-01-01,Pulau Pinang,80.6,1.9,78.8,118.9,483.7,9.3
493.5,male,2016-01-01,Pulau Pinang,79.9,2.2,77.4,123.8,482.5,11.0
497.4,male,2017-01-01,Pulau Pinang,79.2,2.0,77.0,130.6,487.3,10.1
500.6,male,2018-01-01,Pulau Pinang,79.5,2.4,76.3,129.5,488.6,12.0
509.9,male,2019-01-01,Pulau Pinang,80.5,2.0,77.8,123.5,499.6,10.3
523.0202429803664,male,2020-01-01,Pulau Pinang,80.1916938103941,4.495031754329208,76.5,129.1922470276383,499.5103169768292,23.50992600353725
536.1124127526448,male,2021-01-01,Pulau Pinang,82.0519074462902,4.561597251030684,78.5,117.26961021077608,511.6571236700858,24.45528908255892
543.6385422248102,male,2022-01-01,Pulau Pinang,83.12802857118874,3.1862868067081584,80.6,110.33888460572264,526.3166590777205,17.32188314708969
562.8457578630662,male,2023-01-01,Pulau Pinang,84.47221242132159,2.402151368051216,82.4,103.46301010877715,549.3253507905403,13.52040707252588
354.3,both,1982-01-01,Sabah,59.9,3.0,54.1,237.4,343.6,10.7
393.8,both,1983-01-01,Sabah,63.7,4.1,56.0,224.6,377.7,16.1
425.9,both,1984-01-01,Sabah,68.7,6.0,55.8,194.4,400.3,25.6
431.0,both,1985-01-01,Sabah,68.4,6.4,52.8,199.5,403.4,27.7
441.6,both,1986-01-01,Sabah,67.3,8.2,49.8,214.4,405.5,36.1
466.5,both,1987-01-01,Sabah,68.5,9.0,49.0,215.0,424.3,42.2
462.6,both,1988-01-01,Sabah,65.7,8.2,46.1,241.8,424.6,37.9
477.5,both,1989-01-01,Sabah,65.7,7.4,45.4,249.6,442.3,35.2
479.9,both,1990-01-01,Sabah,63.9,9.0,42.5,270.7,436.9,43.0
524.3,both,1992-01-01,Sabah,65.1,6.2,45.1,281.0,491.5,32.7
725.3,both,1993-01-01,Sabah,65.1,7.1,59.6,389.0,674.0,51.3
764.7,both,1995-01-01,Sabah,65.9,5.5,58.9,394.9,722.7,42.0
1032.3,both,1996-01-01,Sabah,68.9,3.9,77.5,467.0,992.5,39.8
1048.5,both,1997-01-01,Sabah,65.8,4.6,74.6,545.7,1000.1,48.5
1123.7,both,1998-01-01,Sabah,65.9,4.9,76.2,580.4,1068.3,55.4
1167.2,both,1999-01-01,Sabah,65.3,5.6,75.0,620.5,1101.8,65.4
991.6,both,2000-01-01,Sabah,64.5,5.8,60.8,545.1,933.8,57.8
1048.0,both,2001-01-01,Sabah,65.7,6.6,61.5,546.7,979.1,69.0
1093.2,both,2002-01-01,Sabah,66.3,5.9,62.2,556.9,1028.8,64.4
1134.5,both,2003-01-01,Sabah,66.5,5.4,62.5,571.0,1073.1,61.4
1156.9,both,2004-01-01,Sabah,65.6,6.5,60.7,605.9,1081.7,75.2
1181.9,both,2005-01-01,Sabah,64.8,6.4,59.7,640.7,1106.8,75.1
1230.4,both,2006-01-01,Sabah,65.4,5.7,60.1,651.7,1160.2,70.3
1267.7,both,2007-01-01,Sabah,65.3,5.5,59.7,674.2,1198.6,69.2
1294.2,both,2008-01-01,Sabah,64.5,4.9,58.9,711.3,1230.5,63.8
1345.3,both,2009-01-01,Sabah,65.1,5.5,58.5,721.8,1270.6,74.6
1480.7,both,2010-01-01,Sabah,65.9,5.5,62.3,765.5,1398.6,82.1
1562.5,both,2011-01-01,Sabah,67.1,5.6,63.3,764.9,1474.4,88.1
1627.9,both,2012-01-01,Sabah,67.6,5.6,63.8,780.4,1537.4,90.5
1801.7,both,2013-01-01,Sabah,70.1,5.3,66.4,767.4,1706.0,95.7
1831.6,both,2014-01-01,Sabah,69.7,4.9,66.3,795.1,1740.9,90.6
1863.4,both,2015-01-01,Sabah,69.5,5.0,66.3,815.9,1771.1,92.3
1927.1,both,2016-01-01,Sabah,70.8,5.4,66.5,793.4,1823.7,103.3
1903.8,both,2017-01-01,Sabah,68.4,5.6,64.1,878.1,1796.3,107.5
1937.6,both,2018-01-01,Sabah,68.2,5.8,64.1,901.5,1825.5,112.2
2025.7,both,2019-01-01,Sabah,70.0,5.8,66.8,868.3,1908.6,117.1
1585.4,both,2020-01-01,Sabah,68.3,8.2,62.7,735.1,1455.5,129.9
1605.7,both,2021-01-01,Sabah,68.7,8.5,62.9,733.0,1469.1,136.5
1629.4,both,2022-01-01,Sabah,69.1,7.7,63.8,728.0,1504.4,125.0
1754.0,both,2023-01-01,Sabah,70.1,7.5,64.8,747.7,1622.2,131.8
76.2,female,1982-01-01,Sabah,27.2,5.1,24.7,204.0,72.4,3.9
98.7,female,1983-01-01,Sabah,34.2,5.6,30.0,190.0,93.3,5.5
127.1,female,1984-01-01,Sabah,43.6,7.0,35.7,164.3,118.2,8.9
129.7,female,1985-01-01,Sabah,43.7,7.2,34.1,166.9,120.3,9.3
126.9,female,1986-01-01,Sabah,41.1,7.6,31.2,181.8,117.3,9.6
141.9,female,1987-01-01,Sabah,44.2,12.5,31.1,179.5,124.2,17.7
131.6,female,1988-01-01,Sabah,39.6,9.2,28.1,201.1,119.4,12.2
137.2,female,1989-01-01,Sabah,39.9,8.5,27.9,206.8,125.5,11.7
134.6,female,1990-01-01,Sabah,37.9,10.0,25.5,220.8,121.2,13.4
150.7,female,1992-01-01,Sabah,39.3,7.2,27.5,232.4,139.8,10.9
197.5,female,1993-01-01,Sabah,38.1,9.5,33.8,321.3,178.7,18.8
217.6,female,1995-01-01,Sabah,39.9,7.6,34.7,327.3,201.1,16.5
299.7,female,1996-01-01,Sabah,43.8,4.2,47.3,384.9,287.1,12.7
283.4,female,1997-01-01,Sabah,38.8,5.5,42.0,446.7,267.7,15.7
298.6,female,1998-01-01,Sabah,38.6,5.2,42.2,474.9,283.0,15.7
313.2,female,1999-01-01,Sabah,38.3,6.0,41.8,505.2,294.4,18.7
302.5,female,2000-01-01,Sabah,40.9,7.4,37.9,437.0,280.2,22.3
343.9,female,2001-01-01,Sabah,44.8,7.1,41.7,424.1,319.5,24.4
362.1,female,2002-01-01,Sabah,45.5,6.4,42.7,432.9,338.8,23.3
383.3,female,2003-01-01,Sabah,46.6,5.3,44.1,439.6,363.0,20.3
381.4,female,2004-01-01,Sabah,44.8,7.2,41.5,469.2,353.9,27.5
388.7,female,2005-01-01,Sabah,44.2,7.6,40.5,491.4,359.0,29.7
412.7,female,2006-01-01,Sabah,45.4,5.6,42.3,496.3,389.5,23.3
424.0,female,2007-01-01,Sabah,45.1,5.9,41.7,515.6,399.2,24.8
433.0,female,2008-01-01,Sabah,44.6,5.7,41.1,536.8,408.3,24.7
454.3,female,2009-01-01,Sabah,45.4,5.3,41.7,546.2,430.3,24.0
477.7,female,2010-01-01,Sabah,44.9,4.9,42.6,587.1,454.2,23.5
509.7,female,2011-01-01,Sabah,46.2,5.8,43.5,592.4,479.9,29.7
543.6,female,2012-01-01,Sabah,47.7,5.6,45.0,597.2,513.1,30.4
629.6,female,2013-01-01,Sabah,51.9,5.7,48.9,583.2,593.8,35.9
652.1,female,2014-01-01,Sabah,52.4,5.7,49.7,591.4,615.2,36.9
650.1,female,2015-01-01,Sabah,51.2,5.2,48.7,619.7,616.2,34.0
705.4,female,2016-01-01,Sabah,54.7,6.1,51.0,584.0,662.1,43.3
655.3,female,2017-01-01,Sabah,50.1,5.7,46.6,653.8,617.9,37.4
670.3,female,2018-01-01,Sabah,49.7,6.7,46.3,677.7,625.1,45.2
723.4,female,2019-01-01,Sabah,52.5,5.9,50.2,655.1,680.9,42.6
587.5980085303867,female,2020-01-01,Sabah,53.197364409214565,8.262642788418374,48.8,516.9642476189161,539.0468840536607,48.55112447672598
611.0569402274674,female,2021-01-01,Sabah,55.02823467630853,9.958317183444828,49.6,499.385624070434,550.2059519481634,60.85098827930408
614.6124977947128,female,2022-01-01,Sabah,54.7079632532226,9.282326764621216,49.7,508.8299797654599,557.5621574132072,57.050340381505606
663.2719240674508,female,2023-01-01,Sabah,55.872483037536746,8.828696214749723,50.9,523.8453973908519,604.7136608138101,58.55826325364068
278.0,male,1982-01-01,Sabah,89.2,2.4,79.4,33.5,271.2,6.8
295.0,male,1983-01-01,Sabah,89.5,3.6,78.3,34.6,284.4,10.6
298.8,male,1984-01-01,Sabah,90.8,5.6,73.0,30.1,282.1,16.7
301.3,male,1985-01-01,Sabah,90.2,6.1,68.8,32.6,283.0,18.3
314.6,male,1986-01-01,Sabah,90.6,8.4,65.7,32.6,288.2,26.5
324.6,male,1987-01-01,Sabah,90.1,7.5,64.3,35.5,300.1,24.5
331.0,male,1988-01-01,Sabah,89.1,7.8,61.6,40.7,305.2,25.8
340.3,male,1989-01-01,Sabah,88.8,6.9,60.4,42.8,316.8,23.5
345.3,male,1990-01-01,Sabah,87.4,8.6,57.1,49.9,315.6,29.7
373.5,male,1992-01-01,Sabah,88.5,5.8,60.5,48.6,351.7,21.9
527.8,male,1993-01-01,Sabah,88.6,6.2,82.4,67.7,495.3,32.5
547.2,male,1995-01-01,Sabah,89.0,4.7,80.6,67.6,521.6,25.5
732.5,male,1996-01-01,Sabah,89.9,3.7,104.7,82.0,705.4,27.1
765.2,male,1997-01-01,Sabah,88.5,4.3,104.4,99.1,732.4,32.8
825.0,male,1998-01-01,Sabah,88.7,4.8,107.3,105.5,785.3,39.7
854.0,male,1999-01-01,Sabah,88.1,5.5,105.7,115.3,807.3,46.7
689.1,male,2000-01-01,Sabah,86.4,5.2,82.0,108.1,653.6,35.5
704.1,male,2001-01-01,Sabah,85.2,6.3,79.7,122.7,659.5,44.5
731.1,male,2002-01-01,Sabah,85.5,5.6,80.2,124.0,690.0,41.1
751.2,male,2003-01-01,Sabah,85.1,5.5,79.5,131.4,710.1,41.2
775.5,male,2004-01-01,Sabah,85.0,6.2,78.3,136.7,727.8,47.7
793.2,male,2005-01-01,Sabah,84.2,5.7,77.3,149.3,747.9,45.4
817.7,male,2006-01-01,Sabah,84.0,5.8,76.4,155.5,770.7,47.0
843.7,male,2007-01-01,Sabah,84.2,5.3,76.0,158.7,799.3,44.3
861.2,male,2008-01-01,Sabah,83.2,4.5,75.0,174.5,822.2,39.0
890.9,male,2009-01-01,Sabah,83.5,5.7,73.7,175.6,840.3,50.6
1003.0,male,2010-01-01,Sabah,84.9,5.8,80.0,178.3,944.4,58.6
1052.8,male,2011-01-01,Sabah,85.9,5.5,81.1,172.5,994.5,58.4
1084.4,male,2012-01-01,Sabah,85.5,5.5,80.8,183.2,1024.3,60.1
1172.1,male,2013-01-01,Sabah,86.4,5.1,82.1,184.2,1112.2,59.8
1179.4,male,2014-01-01,Sabah,85.3,4.6,81.2,203.7,1125.7,53.7
1213.3,male,2015-01-01,Sabah,86.1,4.8,82.2,196.2,1155.0,58.3
1221.7,male,2016-01-01,Sabah,85.4,4.9,80.4,209.5,1161.6,60.0
1248.5,male,2017-01-01,Sabah,84.8,5.6,80.0,224.3,1178.4,70.2
1267.3,male,2018-01-01,Sabah,85.0,5.3,80.2,223.8,1200.4,66.9
1302.3,male,2019-01-01,Sabah,85.9,5.7,81.8,213.1,1227.7,74.6
997.8144667088584,male,2020-01-01,Sabah,82.06076022396431,8.155740701147863,75.4,218.13145432035668,916.4353061255424,81.37916058331587
994.594293675434,male,2021-01-01,Sabah,80.97946500863497,7.607479864737944,75.0,233.61126877101916,918.9307330482428,75.66356062719122
1014.7437105666438,male,2022-01-01,Sabah,82.23810557209922,6.692165989338569,76.6,219.16568399863448,946.8353770891508,67.90833347749314
1090.7210164382593,male,2023-01-01,Sabah,82.97130264178556,6.712841065330332,77.4,223.8552065568905,1017.5026481386036,73.21836829965588
539.7,both,1982-01-01,Sarawak,70.1,2.8,68.0,230.5,524.7,15.0
569.5,both,1983-01-01,Sarawak,71.3,5.2,67.5,229.7,540.1,29.4
616.7,both,1984-01-01,Sarawak,74.0,6.7,69.5,216.9,575.3,41.5
632.7,both,1985-01-01,Sarawak,74.7,7.1,68.6,214.1,587.5,45.2
674.8,both,1986-01-01,Sarawak,76.6,9.0,69.4,205.7,614.3,60.4
712.2,both,1987-01-01,Sarawak,78.2,9.8,70.3,198.9,642.0,70.1
710.3,both,1988-01-01,Sarawak,77.9,10.3,67.6,201.4,637.1,73.2
760.0,both,1989-01-01,Sarawak,77.8,9.6,70.8,216.9,687.2,72.8
775.4,both,1990-01-01,Sarawak,77.4,9.9,70.0,227.1,698.9,76.5
771.1,both,1992-01-01,Sarawak,72.6,7.8,67.6,290.5,711.3,59.8
810.2,both,1993-01-01,Sarawak,74.8,7.0,69.8,272.8,753.8,56.4
828.6,both,1995-01-01,Sarawak,72.5,4.8,69.5,313.7,789.2,39.5
869.5,both,1996-01-01,Sarawak,73.5,4.4,71.5,312.9,831.5,37.9
864.9,both,1997-01-01,Sarawak,71.4,3.9,69.9,346.3,831.5,33.4
868.1,both,1998-01-01,Sarawak,69.9,5.0,67.7,373.3,824.3,43.8
906.9,both,1999-01-01,Sarawak,70.5,4.6,69.5,378.7,865.0,41.9
915.7,both,2000-01-01,Sarawak,72.0,4.3,68.9,356.5,876.3,39.5
918.0,both,2001-01-01,Sarawak,70.4,4.4,67.3,385.6,877.4,40.6
955.8,both,2002-01-01,Sarawak,68.3,4.0,68.7,443.3,917.7,38.1
946.4,both,2003-01-01,Sarawak,69.3,3.9,66.4,419.3,909.9,36.5
955.2,both,2004-01-01,Sarawak,68.3,3.8,65.4,442.8,918.6,36.6
950.3,both,2005-01-01,Sarawak,66.4,4.1,63.2,480.2,910.9,39.4
958.0,both,2006-01-01,Sarawak,65.6,4.1,62.2,502.2,918.3,39.7
997.4,both,2007-01-01,Sarawak,66.9,4.3,63.0,494.3,954.1,43.4
973.0,both,2008-01-01,Sarawak,63.9,5.3,59.3,550.8,921.7,51.3
1024.2,both,2009-01-01,Sarawak,65.9,4.6,61.4,529.9,977.5,46.8
1093.7,both,2010-01-01,Sarawak,67.2,4.4,64.1,534.8,1045.6,48.1
1103.4,both,2011-01-01,Sarawak,66.1,4.1,63.4,566.1,1058.1,45.3
1184.9,both,2012-01-01,Sarawak,69.4,3.5,67.0,523.0,1143.9,41.0
1234.2,both,2013-01-01,Sarawak,69.5,3.7,66.9,542.5,1188.5,45.7
1271.4,both,2014-01-01,Sarawak,70.3,3.1,68.5,537.9,1232.2,39.2
1258.3,both,2015-01-01,Sarawak,68.4,3.5,66.2,581.4,1214.8,43.5
1260.1,both,2016-01-01,Sarawak,67.7,3.3,64.9,602.5,1218.2,41.9
1292.6,both,2017-01-01,Sarawak,67.8,3.0,65.7,612.9,1253.7,38.9
1316.7,both,2018-01-01,Sarawak,67.9,3.2,65.8,621.9,1274.4,42.3
1346.8,both,2019-01-01,Sarawak,68.4,3.1,66.7,623.1,1304.7,42.1
1141.6,both,2020-01-01,Sarawak,66.2,4.3,63.2,583.0,1092.9,48.7
1155.7,both,2021-01-01,Sarawak,66.4,4.5,63.4,584.9,1103.4,52.3
1180.8,both,2022-01-01,Sarawak,67.5,3.8,64.8,568.0,1136.0,44.8
1234.6,both,2023-01-01,Sarawak,69.0,3.4,67.0,555.2,1192.5,42.1
201.5,female,1982-01-01,Sarawak,51.8,3.3,50.7,187.2,194.9,6.6
214.7,female,1983-01-01,Sarawak,53.3,5.9,50.9,188.2,202.1,12.6
242.8,female,1984-01-01,Sarawak,57.9,8.6,54.1,176.5,221.9,20.9
251.8,female,1985-01-01,Sarawak,59.2,9.5,53.9,173.8,228.0,23.8
275.4,female,1986-01-01,Sarawak,62.3,11.6,55.9,166.7,243.6,31.8
292.2,female,1987-01-01,Sarawak,63.9,14.4,55.8,164.8,250.2,42.0
295.4,female,1988-01-01,Sarawak,64.4,14.9,54.5,163.1,251.2,44.2
310.6,female,1989-01-01,Sarawak,63.5,13.7,56.6,178.9,268.1,42.5
321.5,female,1990-01-01,Sarawak,64.1,12.5,57.9,180.2,281.2,40.3
294.6,female,1992-01-01,Sarawak,55.5,11.1,51.3,236.4,261.8,32.7
303.6,female,1993-01-01,Sarawak,57.7,9.5,52.4,222.4,274.7,29.0
303.4,female,1995-01-01,Sarawak,54.7,6.8885959129861565,51.0,251.2,282.5,20.9
321.0,female,1996-01-01,Sarawak,56.4,5.202492211838006,53.5,248.4,304.3,16.7
308.8,female,1997-01-01,Sarawak,52.9,4.825129533678756,50.4,274.9,293.9,14.9
307.3,female,1998-01-01,Sarawak,51.5,6.052717214448422,48.3,289.9,288.6,18.6
334.2,female,1999-01-01,Sarawak,53.5,5.3,51.7,290.4,316.3,17.9
347.4,female,2000-01-01,Sarawak,55.5,5.1,52.6,279.0,329.8,17.6
343.0,female,2001-01-01,Sarawak,53.5,5.4,50.8,298.0,324.3,18.7
374.3,female,2002-01-01,Sarawak,52.0,4.9,54.6,346.2,356.1,18.2
349.5,female,2003-01-01,Sarawak,52.1,4.1,50.4,321.3,335.1,14.5
353.2,female,2004-01-01,Sarawak,51.5,4.0,49.9,333.3,339.0,14.3
348.1,female,2005-01-01,Sarawak,49.6,3.9,48.2,353.5,334.4,13.7
337.8,female,2006-01-01,Sarawak,47.2,4.5,45.5,378.1,322.6,15.2
368.1,female,2007-01-01,Sarawak,50.4,4.2,48.6,362.5,352.5,15.6
339.4,female,2008-01-01,Sarawak,45.5,5.2,43.4,405.8,321.6,17.7
372.4,female,2009-01-01,Sarawak,49.0,4.8,46.8,387.6,354.6,17.8
386.5,female,2010-01-01,Sarawak,50.0,5.0,47.4,386.5,367.1,19.4
384.3,female,2011-01-01,Sarawak,48.4,4.4,46.3,409.2,367.3,17.0
434.3,female,2012-01-01,Sarawak,53.5,3.5,51.7,377.3,419.3,15.0
448.0,female,2013-01-01,Sarawak,53.5,4.2,51.2,389.6,429.1,18.9
469.8,female,2014-01-01,Sarawak,55.1,3.6,53.2,383.5,452.8,17.1
454.3,female,2015-01-01,Sarawak,52.4,3.5,50.6,413.4,438.6,15.7
448.0,female,2016-01-01,Sarawak,51.1,3.5,48.8,429.2,432.4,15.6
467.7,female,2017-01-01,Sarawak,52.1,3.2,50.2,429.2,452.5,15.2
471.3,female,2018-01-01,Sarawak,51.5,3.5,49.6,443.9,454.7,16.6
479.7,female,2019-01-01,Sarawak,51.7,3.6,49.7,448.7,462.3,17.4
412.5347462301067,female,2020-01-01,Sarawak,49.79447371471038,4.216521286863022,47.7,415.9402138501219,395.1401308396079,17.3946153904988
426.8454813550596,female,2021-01-01,Sarawak,51.01663246165381,4.271063196932721,48.9,409.83357949023264,408.6146410931333,18.230840261926268
432.1184010942896,female,2022-01-01,Sarawak,51.25514055800866,3.6917719369131214,49.3,410.95489143767423,416.1655752284529,15.952825865836664
449.7487131145472,female,2023-01-01,Sarawak,52.41624917826944,3.3956738350531377,50.8,408.2842826935591,434.4767137398283,15.271999374718876
338.2,male,1982-01-01,Sarawak,88.6,2.5,85.3,43.4,329.8,8.4
354.8,male,1983-01-01,Sarawak,89.5,4.7,84.0,41.5,337.9,16.8
373.9,male,1984-01-01,Sarawak,90.2,5.5,84.6,40.4,353.4,20.5
380.9,male,1985-01-01,Sarawak,90.4,5.6,82.9,40.4,359.6,21.4
399.3,male,1986-01-01,Sarawak,91.1,7.2,82.4,39.0,370.7,28.6
420.0,male,1987-01-01,Sarawak,92.5,6.7,84.2,34.2,391.8,28.2
415.0,male,1988-01-01,Sarawak,91.6,7.0,80.1,38.3,385.9,29.0
449.4,male,1989-01-01,Sarawak,92.2,6.7,84.3,37.9,419.1,30.3
453.9,male,1990-01-01,Sarawak,90.6,8.0,81.5,46.9,417.7,36.2
476.6,male,1992-01-01,Sarawak,89.8,5.7,83.0,54.1,449.5,27.1
506.6,male,1993-01-01,Sarawak,90.9,5.4,86.4,50.5,479.1,27.5
525.2,male,1995-01-01,Sarawak,89.4,3.5,87.2,62.5,506.7,18.6
548.5,male,1996-01-01,Sarawak,89.5,3.9,88.7,64.5,527.2,21.2
556.1,male,1997-01-01,Sarawak,88.6,3.3,88.6,71.3,537.6,18.5
560.9,male,1998-01-01,Sarawak,87.1,4.5,86.4,83.4,535.7,25.2
572.7,male,1999-01-01,Sarawak,86.6,4.2,86.7,88.3,548.7,24.1
568.3,male,2000-01-01,Sarawak,88.0,3.8,84.6,77.5,546.4,21.9
575.0,male,2001-01-01,Sarawak,86.8,3.8,83.2,87.6,553.1,21.9
581.5,male,2002-01-01,Sarawak,85.7,3.4,82.1,97.1,561.6,19.9
596.9,male,2003-01-01,Sarawak,85.9,3.7,81.6,98.0,574.8,22.0
601.9,male,2004-01-01,Sarawak,84.6,3.7,79.9,109.6,579.6,22.3
602.2,male,2005-01-01,Sarawak,82.6,4.3,77.2,126.7,576.5,25.7
620.2,male,2006-01-01,Sarawak,83.3,3.9,77.6,124.2,595.7,24.5
629.3,male,2007-01-01,Sarawak,82.7,4.4,76.2,131.8,601.6,27.7
633.6,male,2008-01-01,Sarawak,81.4,5.3,73.9,145.0,600.0,33.6
651.9,male,2009-01-01,Sarawak,82.1,4.5,74.7,142.3,622.9,29.0
707.2,male,2010-01-01,Sarawak,82.7,4.1,79.3,148.3,678.5,28.7
719.0,male,2011-01-01,Sarawak,82.1,3.9,78.8,156.9,690.8,28.3
750.6,male,2012-01-01,Sarawak,83.7,3.5,80.9,145.7,724.6,26.0
786.2,male,2013-01-01,Sarawak,83.7,3.4,80.8,152.8,759.4,26.8
801.6,male,2014-01-01,Sarawak,83.8,2.8,82.2,154.4,779.5,22.1
804.0,male,2015-01-01,Sarawak,82.7,3.5,80.2,168.1,776.2,27.8
812.1,male,2016-01-01,Sarawak,82.4,3.2,79.2,173.2,785.8,26.3
824.9,male,2017-01-01,Sarawak,81.8,2.9,79.5,183.6,801.2,23.7
845.4,male,2018-01-01,Sarawak,82.6,3.0,80.3,178.0,819.7,25.7
867.1,male,2019-01-01,Sarawak,83.3,2.8,82.0,174.4,842.4,24.7
729.0892380296486,male,2020-01-01,Sarawak,81.36051286721235,4.297850791864666,77.6,167.03249515016503,697.7540704395914,31.33516759005731
728.8262400576965,male,2021-01-01,Sarawak,80.62861891434054,4.675355979167999,76.9,175.10371666399567,694.7510188654137,34.075221192282825
748.6766864221247,male,2022-01-01,Sarawak,82.6570522813022,3.856414449062133,79.1,157.08593849485698,719.8046105101823,28.872075911942414
784.8782970036973,male,2023-01-01,Sarawak,84.23269523787368,3.420308957148974,81.9,146.91937940591518,758.0330343085615,26.845262695135787
691.9,both,1982-01-01,Selangor,66.0,2.2,68.0,357.1,676.9,15.0
757.2,both,1983-01-01,Selangor,67.6,2.3,70.6,363.3,739.9,17.2
718.8,both,1984-01-01,Selangor,65.4,4.0,62.6,380.9,690.3,28.5
740.6,both,1985-01-01,Selangor,65.3,4.7,60.8,393.1,706.1,34.5
823.7,both,1986-01-01,Selangor,66.7,5.7,63.4,411.3,777.1,46.7
916.6,both,1987-01-01,Selangor,66.9,5.6,67.1,454.4,865.0,51.6
949.0,both,1988-01-01,Selangor,66.6,5.9,66.0,474.9,893.1,55.9
936.8,both,1989-01-01,Selangor,66.2,3.9,63.7,478.0,900.3,36.5
1060.0,both,1990-01-01,Selangor,67.3,2.1,70.4,514.9,1039.4,20.6
1092.8,both,1992-01-01,Selangor,67.6,2.1,65.2,524.3,1069.6,23.2
1110.1,both,1993-01-01,Selangor,67.3,2.7,61.4,539.0,1080.1,29.9
1366.0,both,1995-01-01,Selangor,68.1,2.0,66.0,640.7,1338.9,27.1
1371.1,both,1996-01-01,Selangor,68.9,0.9,62.6,619.5,1359.0,12.1
1343.0,both,1997-01-01,Selangor,67.1,1.0,57.3,657.3,1329.9,13.2
1457.0,both,1998-01-01,Selangor,65.1,1.8,57.9,781.4,1430.4,26.6
1455.0,both,1999-01-01,Selangor,65.4,1.9,54.3,769.9,1427.2,27.9
1715.3,both,2000-01-01,Selangor,66.6,2.0,60.3,858.9,1681.5,33.8
